WOEID;ISO Country Code;Preferred "Normal" Name;Language Code of Name;laceType Code;Parent ID
12578621;BR;Tremedal;POR;County;2344848
12578622;BR;Tucano;POR;County;2344848
12578623;BR;Uauá;POR;County;2344848
12578624;BR;Ubaíra;POR;County;2344848
12578625;BR;Ubaitaba;POR;County;2344848
12578626;BR;Ubatã;POR;County;2344848
12578627;BR;Uibaí;POR;County;2344848
12578628;BR;Umburanas;POR;County;2344848
12578629;BR;Una;POR;County;2344848
12578630;BR;Urandi;POR;County;2344848
12578631;BR;Uruçuca;POR;County;2344848
12578632;BR;Utinga;POR;County;2344848
12578633;BR;Valença;POR;County;2344848
12578634;BR;Valente;POR;County;2344848
12578635;BR;Várzea da Roça;POR;County;2344848
12578636;BR;Várzea do Poço;POR;County;2344848
12578637;BR;Várzea Nova;POR;County;2344848
12578638;BR;Varzedo;POR;County;2344848
12578639;BR;Vera Cruz;POR;County;2344848
12578640;BR;Vereda;POR;County;2344848
12578641;BR;Vitória da Conquista;POR;County;2344848
12578642;BR;Wagner;POR;County;2344848
12578643;BR;Wanderley;POR;County;2344848
12578644;BR;Wenceslau Guimarães;POR;County;2344848
12578645;BR;Xique-Xique;POR;County;2344848
12578646;BR;Abaiara;POR;County;2344849
12578647;BR;Acarape;POR;County;2344849
12578648;BR;Acaraú;POR;County;2344849
12578649;BR;Acopiara;POR;County;2344849
12578650;BR;Aiuaba;POR;County;2344849
12578651;BR;Alcântaras;POR;County;2344849
12578652;BR;Altaneira;POR;County;2344849
12578653;BR;Alto Santo;POR;County;2344849
12578654;BR;Amontada;POR;County;2344849
12578655;BR;Antonina do Norte;POR;County;2344849
12578656;BR;Apuiarés;POR;County;2344849
12578657;BR;Aquiraz;POR;County;2344849
12578658;BR;Aracati;POR;County;2344849
12578659;BR;Aracoiaba;POR;County;2344849
12578660;BR;Araripe;POR;County;2344849
12578661;BR;Aratuba;POR;County;2344849
12578662;BR;Arneiroz;POR;County;2344849
12578663;BR;Assaré;POR;County;2344849
12578664;BR;Aurora;POR;County;2344849
12578665;BR;Baixio;POR;County;2344849
12578666;BR;Banabuiú;POR;County;2344849
12578667;BR;Barbalha;POR;County;2344849
12578668;BR;Barreira;POR;County;2344849
12578669;BR;Barro;POR;County;2344849
12578670;BR;Barroquinha;POR;County;2344849
12578671;BR;Baturité;POR;County;2344849
12578672;BR;Beberibe;POR;County;2344849
12578673;BR;Bela Cruz;POR;County;2344849
12578674;BR;Boa Viagem;POR;County;2344849
12578675;BR;Brejo Santo;POR;County;2344849
12578676;BR;Camocim;POR;County;2344849
12578677;BR;Campos Sales;POR;County;2344849
12578678;BR;Canindé;POR;County;2344849
12578679;BR;Capistrano;POR;County;2344849
12578680;BR;Caridade;POR;County;2344849
12578681;BR;Cariré;POR;County;2344849
12578682;BR;Caririaçu;POR;County;2344849
12578683;BR;Cariús;POR;County;2344849
12578684;BR;Carnaubal;POR;County;2344849
12578685;BR;Cascavel;POR;County;2344849
12578686;BR;Catarina;POR;County;2344849
12578687;BR;Caucaia;POR;County;2344849
12578688;BR;Cedro;POR;County;2344849
12578689;BR;Chaval;POR;County;2344849
12578690;BR;Chorozinho;POR;County;2344849
12578691;BR;Coreaú;POR;County;2344849
12578692;BR;Crateús;POR;County;2344849
12578693;BR;Crato;POR;County;2344849
12578694;BR;Croatá;POR;County;2344849
12578695;BR;Cruz;POR;County;2344849
12578696;BR;Deputado Irapuan Pinheiro;POR;County;2344849
12578697;BR;Ererê;POR;County;2344849
12578698;BR;Eusébio;POR;County;2344849
12578699;BR;Farias Brito;POR;County;2344849
12578700;BR;Forquilha;POR;County;2344849
12578701;BR;Fortaleza;POR;County;2344849
12578702;BR;Frecheirinha;POR;County;2344849
12578703;BR;General Sampaio;POR;County;2344849
12578704;BR;Graça;POR;County;2344849
12578705;BR;Granja;POR;County;2344849
12578706;BR;Granjeiro;POR;County;2344849
12578707;BR;Groaíras;POR;County;2344849
12578708;BR;Guaiúba;POR;County;2344849
12578709;BR;Guaraciaba do Norte;POR;County;2344849
12578710;BR;Guaramiranga;POR;County;2344849
12578711;BR;Hidrolândia;POR;County;2344849
12578712;BR;Horizonte;POR;County;2344849
12578713;BR;Ibaretama;POR;County;2344849
12578714;BR;Ibiapina;POR;County;2344849
12578715;BR;Ibicuitinga;POR;County;2344849
12578716;BR;Icapuí;POR;County;2344849
12578717;BR;Icó;POR;County;2344849
12578718;BR;Iguatu;POR;County;2344849
12578719;BR;Independência;POR;County;2344849
12578720;BR;Ipaporanga;POR;County;2344849
12578721;BR;Ipaumirim;POR;County;2344849
12578722;BR;Ipu;POR;County;2344849
12578723;BR;Ipueiras;POR;County;2344849
12578724;BR;Iracema;POR;County;2344849
12578725;BR;Irauçuba;POR;County;2344849
12578726;BR;Itaiçaba;POR;County;2344849
12578727;BR;Itapagé;POR;County;2344849
12578728;BR;Itapipoca;POR;County;2344849
12578729;BR;Itapiúna;POR;County;2344849
12578730;BR;Itarema;POR;County;2344849
12578731;BR;Itatira;POR;County;2344849
12578732;BR;Jaguaretama;POR;County;2344849
12578733;BR;Jaguaribara;POR;County;2344849
12578734;BR;Jaguaribe;POR;County;2344849
12578735;BR;Jaguaruana;POR;County;2344849
12578736;BR;Jardim;POR;County;2344849
12578737;BR;Jati;POR;County;2344849
12578738;BR;Juazeiro do Norte;POR;County;2344849
12578739;BR;Jucás;POR;County;2344849
12578740;BR;Lavras da Mangabeira;POR;County;2344849
12578741;BR;Limoeiro do Norte;POR;County;2344849
12578742;BR;Madalena;POR;County;2344849
12578743;BR;Maracanaú;POR;County;2344849
12578744;BR;Maranguape;POR;County;2344849
12578745;BR;Marco;POR;County;2344849
12578746;BR;Martinópole;POR;County;2344849
12578747;BR;Massapê;POR;County;2344849
12578748;BR;Mauriti;POR;County;2344849
12578749;BR;Meruoca;POR;County;2344849
12578750;BR;Milagres;POR;County;2344849
12578751;BR;Milhã;POR;County;2344849
12578752;BR;Miraíma;POR;County;2344849
12578753;BR;Missão Velha;POR;County;2344849
12578754;BR;Mombaça;POR;County;2344849
12578755;BR;Monsenhor Tabosa;POR;County;2344849
12578756;BR;Morada Nova;POR;County;2344849
12578757;BR;Moraújo;POR;County;2344849
12578758;BR;Morrinhos;POR;County;2344849
12578759;BR;Mucambo;POR;County;2344849
12578760;BR;Mulungu;POR;County;2344849
12578761;BR;Nova Olinda;POR;County;2344849
12578762;BR;Nova Russas;POR;County;2344849
12578763;BR;Novo Oriente;POR;County;2344849
12578764;BR;Ocara;POR;County;2344849
12578765;BR;Orós;POR;County;2344849
12578766;BR;Pacajus;POR;County;2344849
12578767;BR;Pacatuba;POR;County;2344849
12578768;BR;Pacoti;POR;County;2344849
12578769;BR;Pacujá;POR;County;2344849
12578770;BR;Palhano;POR;County;2344849
12578771;BR;Palmácia;POR;County;2344849
12578772;BR;Paracuru;POR;County;2344849
12578773;BR;Paraipaba;POR;County;2344849
12578774;BR;Parambu;POR;County;2344849
12578775;BR;Paramoti;POR;County;2344849
12578776;BR;Pedra Branca;POR;County;2344849
12578777;BR;Penaforte;POR;County;2344849
12578778;BR;Pentecoste;POR;County;2344849
12578779;BR;Pereiro;POR;County;2344849
12578780;BR;Pindoretama;POR;County;2344849
12578781;BR;Piquet Carneiro;POR;County;2344849
12578782;BR;Pires Ferreira;POR;County;2344849
12578783;BR;Poranga;POR;County;2344849
12578784;BR;Porteiras;POR;County;2344849
12578785;BR;Potengi;POR;County;2344849
12578786;BR;Potiretama;POR;County;2344849
12578787;BR;Quiterianópolis;POR;County;2344849
12578788;BR;Quixadá;POR;County;2344849
12578789;BR;Quixelã;POR;County;2344849
12578790;BR;Quixeramobim;POR;County;2344849
12578791;BR;Quixeré;POR;County;2344849
12578792;BR;Redenção;POR;County;2344849
12578793;BR;Reriutaba;POR;County;2344849
12578794;BR;Russas;POR;County;2344849
12578795;BR;Saboeiro;POR;County;2344849
12578796;BR;Salitre;POR;County;2344849
12578797;BR;Santa Quitéria;POR;County;2344849
12578798;BR;Santana do Acaraú;POR;County;2344849
12578799;BR;Santana do Cariri;POR;County;2344849
12578800;BR;São Benedito;POR;County;2344849
12578801;BR;São Gonçalo do Amarante;POR;County;2344849
12578802;BR;São João do Jaguaribe;POR;County;2344849
12578803;BR;São Luís do Curu;POR;County;2344849
12578804;BR;Senador Pompeu;POR;County;2344849
12578805;BR;Senador Sá;POR;County;2344849
12578806;BR;Sobral;POR;County;2344849
12578807;BR;Solonópole;POR;County;2344849
12578808;BR;Tabuleiro do Norte;POR;County;2344849
12578809;BR;Tamboril;POR;County;2344849
12578810;BR;Tarrafas;POR;County;2344849
12578811;BR;Tauá;POR;County;2344849
12578812;BR;Tejuçuoca;POR;County;2344849
12578813;BR;Tianguá;POR;County;2344849
12578814;BR;Trairi;POR;County;2344849
12578815;BR;Tururu;POR;County;2344849
12578816;BR;Ubajara;POR;County;2344849
12578817;BR;Umari;POR;County;2344849
12578818;BR;Umirim;POR;County;2344849
12578819;BR;Uruburetama;POR;County;2344849
12578820;BR;Uruoca;POR;County;2344849
12578821;BR;Varjota;POR;County;2344849
12578822;BR;Várzea Alegre;POR;County;2344849
12578823;BR;Viçosa do Ceará;POR;County;2344849
12578824;BR;Brasília;POR;County;2344850
12578825;BR;Afonso Claúdio;POR;County;2344851
12578826;BR;Água Doce do Norte;POR;County;2344851
12578827;BR;Águia Branca;POR;County;2344851
12578828;BR;Alegre;POR;County;2344851
12578829;BR;Alfredo Chaves;POR;County;2344851
12578830;BR;Alto Rio Novo;POR;County;2344851
12578831;BR;Anchieta;POR;County;2344851
12578832;BR;Apiacá;POR;County;2344851
12578833;BR;Aracruz;POR;County;2344851
12578834;BR;Atilio Vivacqua;POR;County;2344851
12578835;BR;Baixo Guandu;POR;County;2344851
12578836;BR;Barra de São Francisco;POR;County;2344851
12578837;BR;Boa Esperança;POR;County;2344851
12578838;BR;Bom Jesus do Norte;POR;County;2344851
12578839;BR;Cachoeiro de Itapemirim;POR;County;2344851
12578840;BR;Cariacica;POR;County;2344851
12578841;BR;Castelo;POR;County;2344851
12578842;BR;Colatina;POR;County;2344851
12578843;BR;Conceição da Barra;POR;County;2344851
12578844;BR;Conceição do Castelo;POR;County;2344851
12578845;BR;Divino de São Lourenço;POR;County;2344851
12578846;BR;Domingos Martins;POR;County;2344851
12578847;BR;Dores do Rio Preto;POR;County;2344851
12578848;BR;Ecoporanga;POR;County;2344851
12578849;BR;Fundão;POR;County;2344851
12578850;BR;Guaçuí;POR;County;2344851
12578851;BR;Guarapari;POR;County;2344851
12578852;BR;Ibatiba;POR;County;2344851
12578853;BR;Ibiraçu;POR;County;2344851
12578854;BR;Ibitirama;POR;County;2344851
12578855;BR;Iconha;POR;County;2344851
12578856;BR;Itaguaçu;POR;County;2344851
12578857;BR;Itapemirim;POR;County;2344851
12578858;BR;Itarana;POR;County;2344851
12578859;BR;Irupi;POR;County;2344851
12578860;BR;Jaguaré;POR;County;2344851
12578861;BR;Jerônimo Monteiro;POR;County;2344851
12578862;BR;João Neiva;POR;County;2344851
12578863;BR;Laranja da Terra;POR;County;2344851
12578864;BR;Linhares;POR;County;2344851
12578865;BR;Mantenópolis;POR;County;2344851
12578866;BR;Marilândia;POR;County;2344851
12578867;BR;Mimoso do Sul;POR;County;2344851
12578868;BR;Montanha;POR;County;2344851
12578869;BR;Mucurici;POR;County;2344851
12578870;BR;Muniz Freire;POR;County;2344851
12578871;BR;Muqui;POR;County;2344851
12578872;BR;Nova Venécia;POR;County;2344851
12578873;BR;Pancas;POR;County;2344851
12578874;BR;Pedro Canário;POR;County;2344851
12578875;BR;Pinheiros;POR;County;2344851
12578876;BR;Piúma;POR;County;2344851
12578877;BR;Presidente Kennedy;POR;County;2344851
12578878;BR;Rio Bananal;POR;County;2344851
12578879;BR;Rio Novo do Sul;POR;County;2344851
12578880;BR;Santa Leopoldina;POR;County;2344851
12578881;BR;Santa Maria de Jetibá;POR;County;2344851
12578882;BR;Santa Teresa;POR;County;2344851
12578883;BR;São Gabriel da Palha;POR;County;2344851
12578884;BR;São José do Calçado;POR;County;2344851
12578885;BR;São Mateus;POR;County;2344851
12578886;BR;Serra;POR;County;2344851
12578887;BR;Vargem Alta;POR;County;2344851
12578888;BR;Venda Nova do Imigrante;POR;County;2344851
12578889;BR;Viana;POR;County;2344851
12578890;BR;Vila Velha;POR;County;2344851
12578891;BR;Vitória;POR;County;2344851
12578892;BR;Abadiânia;POR;County;2344852
12578893;BR;Acreúna;POR;County;2344852
12578894;BR;Adelândia;POR;County;2344852
12578895;BR;Água Fria de Goiás;POR;County;2344852
12578896;BR;Água Limpa;POR;County;2344852
12578897;BR;Alexânia;POR;County;2344852
12578898;BR;Aloândia;POR;County;2344852
12578899;BR;Alto Paraíso de Goiás;POR;County;2344852
12578900;BR;Alvorada do Norte;POR;County;2344852
12578901;BR;Americano do Brasil;POR;County;2344852
12578902;BR;Amorinópolis;POR;County;2344852
12578903;BR;Anápolis;POR;County;2344852
12578904;BR;Anhanguera;POR;County;2344852
12578905;BR;Anicuns;POR;County;2344852
12578906;BR;Aparecida de Goiânia;POR;County;2344852
12578907;BR;Aporé;POR;County;2344852
12578908;BR;Araçu;POR;County;2344852
12578909;BR;Aragarças;POR;County;2344852
12578910;BR;Aragoiânia;POR;County;2344852
12578911;BR;Araguapaz;POR;County;2344852
12578912;BR;Arenópolis;POR;County;2344852
12578913;BR;Aruanã;POR;County;2344852
12578914;BR;Aurilândia;POR;County;2344852
12578915;BR;Avelinópolis;POR;County;2344852
12578916;BR;Baliza;POR;County;2344852
12578917;BR;Barro Alto;POR;County;2344852
12578918;BR;Bela Vista de Goiás;POR;County;2344852
12578919;BR;Bom Jardim de Goiás;POR;County;2344852
12578920;BR;Bom Jesus de Goiás;POR;County;2344852
12578921;BR;Bonfinópolis;POR;County;2344852
12578922;BR;Brazabrantes;POR;County;2344852
12578923;BR;Britânia;POR;County;2344852
12578924;BR;Buriti Alegre;POR;County;2344852
12578925;BR;Cabeceiras;POR;County;2344852
12578926;BR;Cachoeira Alta;POR;County;2344852
12578927;BR;Cachoeira de Goiás;POR;County;2344852
12578928;BR;Cachoeira Dourada;POR;County;2344852
12578929;BR;Caçu;POR;County;2344852
12578930;BR;Caiapônia;POR;County;2344852
12578931;BR;Caldas Novas;POR;County;2344852
12578932;BR;Campestre de Goiás;POR;County;2344852
12578933;BR;Campinaçu;POR;County;2344852
12578934;BR;Campinorte;POR;County;2344852
12578935;BR;Campo Alegre de Goiás;POR;County;2344852
12578936;BR;Campos Belos;POR;County;2344852
12578937;BR;Campos Verdes;POR;County;2344852
12578938;BR;Carmo do Rio Verde;POR;County;2344852
12578939;BR;Catalão;POR;County;2344852
12578940;BR;Caturaí;POR;County;2344852
12578941;BR;Cavalcante;POR;County;2344852
12578942;BR;Ceres;POR;County;2344852
12578943;BR;Cezarina;POR;County;2344852
12578944;BR;Colinas do Sul;POR;County;2344852
12578945;BR;Córrego do Ouro;POR;County;2344852
12578946;BR;Corumbá de Goiás;POR;County;2344852
12578947;BR;Corumbaíba;POR;County;2344852
12578948;BR;Cristalina;POR;County;2344852
12578949;BR;Cristianópolis;POR;County;2344852
12578950;BR;Crixás;POR;County;2344852
12578951;BR;Cromínia;POR;County;2344852
12578952;BR;Cumari;POR;County;2344852
12578953;BR;Damianópolis;POR;County;2344852
12578954;BR;Damolândia;POR;County;2344852
12578955;BR;Davinópolis;POR;County;2344852
12578956;BR;Diorama;POR;County;2344852
12578957;BR;Divinópolis de Goiás;POR;County;2344852
12578958;BR;Doverlândia;POR;County;2344852
12578959;BR;Edealina;POR;County;2344852
12578960;BR;Edéia;POR;County;2344852
12578961;BR;Estrela do Norte;POR;County;2344852
12578962;BR;Faina;POR;County;2344852
12578963;BR;Fazenda Nova;POR;County;2344852
12578964;BR;Firminópolis;POR;County;2344852
12578965;BR;Flores de Goiás;POR;County;2344852
12578966;BR;Formosa;POR;County;2344852
12578967;BR;Formoso;POR;County;2344852
12578968;BR;Goianápolis;POR;County;2344852
12578969;BR;Goiandira;POR;County;2344852
12578970;BR;Goianésia;POR;County;2344852
12578971;BR;Goiânia;POR;County;2344852
12578972;BR;Goianira;POR;County;2344852
12578973;BR;Goiás;POR;County;2344852
12578974;BR;Goiatuba;POR;County;2344852
12578975;BR;Gouvelândia;POR;County;2344852
12578976;BR;Guapó;POR;County;2344852
12578977;BR;Guarani de Goiás;POR;County;2344852
12578978;BR;Guarinos;POR;County;2344852
12578979;BR;Heitoraí;POR;County;2344852
12578980;BR;Hidrolândia;POR;County;2344852
12578981;BR;Hidrolina;POR;County;2344852
12578982;BR;Iaciara;POR;County;2344852
12578983;BR;Indiara;POR;County;2344852
12578984;BR;Inhumas;POR;County;2344852
12578985;BR;Ipameri;POR;County;2344852
12578986;BR;Iporá;POR;County;2344852
12578987;BR;Israelândia;POR;County;2344852
12578988;BR;Itaberaí;POR;County;2344852
12578989;BR;Itaguari;POR;County;2344852
12578990;BR;Itaguaru;POR;County;2344852
12578991;BR;Itajá;POR;County;2344852
12578992;BR;Itapaci;POR;County;2344852
12578993;BR;Itapirapuã;POR;County;2344852
12578994;BR;Itapuranga;POR;County;2344852
12578995;BR;Itarumã;POR;County;2344852
12578996;BR;Itauçu;POR;County;2344852
12578997;BR;Itumbiara;POR;County;2344852
12578998;BR;Ivolândia;POR;County;2344852
12578999;BR;Jandaia;POR;County;2344852
12579000;BR;Jaraguá;POR;County;2344852
12579001;BR;Jataí;POR;County;2344852
12579002;BR;Jaupaci;POR;County;2344852
12579003;BR;Joviânia;POR;County;2344852
12579004;BR;Jussara;POR;County;2344852
12579005;BR;Leopoldo de Bulhões;POR;County;2344852
12579006;BR;Luziânia;POR;County;2344852
12579007;BR;Mairipotaba;POR;County;2344852
12579008;BR;Mambaí;POR;County;2344852
12579009;BR;Mara Rosa;POR;County;2344852
12579010;BR;Marzagão;POR;County;2344852
12579011;BR;Matrinchã;POR;County;2344852
12579012;BR;Maurilândia;POR;County;2344852
12579013;BR;Mimoso de Goiás;POR;County;2344852
12579014;BR;Minaçu;POR;County;2344852
12579015;BR;Mineiros;POR;County;2344852
12579016;BR;Moiporá;POR;County;2344852
12579017;BR;Monte Alegre de Goiás;POR;County;2344852
12579018;BR;Montes Claros de Goiás;POR;County;2344852
12579019;BR;Montividiu;POR;County;2344852
12579020;BR;Morrinhos;POR;County;2344852
12579021;BR;Morro Agudo de Goiás;POR;County;2344852
12579022;BR;Mossâmedes;POR;County;2344852
12579023;BR;Mozarlândia;POR;County;2344852
12579024;BR;Mundo Novo;POR;County;2344852
12579025;BR;Mutunópolis;POR;County;2344852
12579026;BR;Nazário;POR;County;2344852
12579027;BR;Nerópolis;POR;County;2344852
12579028;BR;Niquelândia;POR;County;2344852
12579029;BR;Nova América;POR;County;2344852
12579030;BR;Nova Aurora;POR;County;2344852
12579031;BR;Nova Crixás;POR;County;2344852
12579032;BR;Nova Glória;POR;County;2344852
12579033;BR;Nova Roma;POR;County;2344852
12579034;BR;Nova Veneza;POR;County;2344852
12579035;BR;Novo Brasil;POR;County;2344852
12579036;BR;Novo Planalto;POR;County;2344852
12579037;BR;Orizona;POR;County;2344852
12579038;BR;Ouro Verde de Goiás;POR;County;2344852
12579039;BR;Ouvidor;POR;County;2344852
12579040;BR;Padre Bernardo;POR;County;2344852
12579041;BR;Palestina de Goiás;POR;County;2344852
12579042;BR;Palmeiras de Goiás;POR;County;2344852
12579043;BR;Palmelo;POR;County;2344852
12579044;BR;Palminópolis;POR;County;2344852
12579045;BR;Panamá;POR;County;2344852
12579046;BR;Paranaiguara;POR;County;2344852
12579047;BR;Paraúna;POR;County;2344852
12579048;BR;Petrolina de Goiás;POR;County;2344852
12579049;BR;Pilar de Goiás;POR;County;2344852
12579050;BR;Piracanjuba;POR;County;2344852
12579051;BR;Piranhas;POR;County;2344852
12579052;BR;Pirenópolis;POR;County;2344852
12579053;BR;Pires do Rio;POR;County;2344852
12579054;BR;Planaltina;POR;County;2344852
12579055;BR;Pontalina;POR;County;2344852
12579056;BR;Porangatu;POR;County;2344852
12579057;BR;Portelândia;POR;County;2344852
12579058;BR;Posse;POR;County;2344852
12579059;BR;Quirinópolis;POR;County;2344852
12579060;BR;Rialma;POR;County;2344852
12579061;BR;Rianápolis;POR;County;2344852
12579062;BR;Rio Quente;POR;County;2344852
12579063;BR;Rio Verde;POR;County;2344852
12579064;BR;Rubiataba;POR;County;2344852
12579065;BR;Sanclerlândia;POR;County;2344852
12579066;BR;Santa Bárbara de Goiás;POR;County;2344852
12579067;BR;Santa Cruz de Goiás;POR;County;2344852
12579068;BR;Santa Fé de Goiás;POR;County;2344852
12579069;BR;Santa Helena de Goiás;POR;County;2344852
12579070;BR;Santa Isabel;POR;County;2344852
12579071;BR;Santa Rita do Araguaia;POR;County;2344852
12579072;BR;Santa Rosa de Goiás;POR;County;2344852
